name,rating,reviews,category,hq,no_of_branches,salary,no_of_interviews,jobs
KPMG Global Services,3.5,2.5k,Management Consulting ,Bangalore / Bengaluru,36,21.9k,236,2
Exide Industries,3.4,2.4k,Auto Components ,Kolkata,195,8k,190,75
Britannia,4.0,2.4k,FMCG ,Bangalore / Bengaluru,277,7.7k,194,5
GATI-KWE,3.9,2.4k,Logistics ,Hyderabad / Secunderabad,159,5k,93,19
SRF,4.1,2.4k,Chemicals ,Bharuch,65,8.3k,190,15
Micro Labs,3.6,2.4k,Pharma ,Bangalore / Bengaluru,142,9.6k,139,12
TVS Supply Chain Solutions,3.8,2.4k,,Chennai,145,8.2k,141,14
G4S,3.9,2.4k,Law Enforcement & Security ,Gurgaon / Gurugram,147,4.8k,116,332
Statestreet HCL Services,3.4,2.4k,BPO ,Chennai,17,14.8k,215,--
Dalmia Bharat Cement,3.9,2.4k,Building Material ,Guwahati,235,8.2k,161,2
Domino's Pizza,3.9,2.4k,,New Delhi,238,4.1k,108,--
BlackBuck,3.7,2.4k,Internet ,Bangalore / Bengaluru,352,6.1k,196,8
ESAF Small Finance Bank,3.7,2.4k,Banking ,Thrissur,391,7k,135,33
KFintech,3.5,2.4k,FinTech ,Hyderabad / Secunderabad,107,10.6k,159,10
Sterlite Technologies,3.8,2.4k,Hardware & Networking ,Aurangabad,95,10k,173,121
Sammaan Capital Limited,3.8,2.4k,NBFC ,Gurgaon / Gurugram,198,6.3k,107,23
ZS,3.3,2.4k,Management Consulting ,Pune,16,18.2k,481,299
Bajaj Electricals,3.9,2.4k,Consumer Electronics & Appliances ,Mumbai,221,7.6k,138,16
Kansai Nerolac Paints,3.8,2.4k,Chemicals ,Mumbai,227,7.7k,169,64
Voltas,4.0,2.4k,Consumer Electronics & Appliances ,Mumbai,190,8.3k,156,6
Paras Hospital,4.2,2.3k,Healthcare ,Patna,60,3k,91,45
Ola Electric Mobility,3.3,2.3k,Automobile ,Bangalore / Bengaluru,356,8.2k,260,--
Sonalika Tractors,3.6,2.3k,Automobile ,Hoshiarpur,179,8.5k,148,--
Alldigi Tech,4.0,2.3k,BPO ,Chennai,35,7.2k,219,18
ACT Fibernet,3.9,2.3k,Telecom ,Hyderabad / Secunderabad,54,7.4k,147,29
Fortis Healthcare,4.0,2.3k,Healthcare ,New Delhi,66,7.2k,152,85
Movate,3.2,2.3k,IT Services & Consulting ,Chennai,36,14.1k,274,89
Ajanta Pharma,3.9,2.3k,Pharma ,Mumbai,115,8.7k,142,25
Patanjali Ayurved,3.9,2.3k,FMCG ,Haridwar,291,5.9k,124,--
Tractors and Farm Equipment,4.0,2.3k,Industrial Machinery ,Chennai,181,8.1k,119,22
McDonald's,3.9,2.3k,,New Delhi,144,4.7k,135,1
NoBroker,3.1,2.3k,Real Estate ,Bangalore / Bengaluru,47,9.9k,258,209
Sagility,3.9,2.3k,BPO ,Bangalore / Bengaluru,24,9.3k,216,56
Blue Star,4.1,2.3k,Consumer Electronics & Appliances ,Mumbai,142,9.2k,182,257
suzuki motor gujarat,4.2,2.3k,Automobile ,Ahmedabad,111,7.5k,201,22
Care Health Insurance,3.5,2.3k,Internet ,Gurgaon / Gurugram,230,8.3k,140,37
Capgemini Engineering,3.4,2.3k,IT Services & Consulting ,Bangalore / Bengaluru,27,15.7k,384,100
Axis Direct,3.7,2.3k,Financial Services ,Mumbai,265,4.8k,83,21
Foundever,3.5,2.3k,BPO ,Hyderabad / Secunderabad,23,8k,164,93
KocharTech,3.9,2.3k,IT Services & Consulting ,Kolkata,26,3.7k,78,65
Himalaya Wellness,4.1,2.2k,,Bangalore / Bengaluru,220,5.9k,128,28
Star Health & Allied Insurance,3.5,2.2k,Insurance ,Chennai,305,8.8k,134,41
DBS Bank,3.8,2.2k,Banking ,Hyderabad / Secunderabad,164,12.4k,184,153
Bharat Financial Inclusion,3.9,2.2k,NBFC ,Hyderabad / Secunderabad,432,4.6k,93,4
V-Mart,4.1,2.2k,Retail ,Gurgaon / Gurugram,272,4.3k,168,13
BT Group,3.9,2.2k,Telecom ,Gurgaon / Gurugram,22,10.7k,208,28
Gallagher,3.7,2.2k,Insurance ,Bangalore / Bengaluru,26,12.9k,247,138
JCB,3.9,2.2k,,Pune,105,9.2k,150,--
Taj Hotels Resorts and Palaces,4.2,2.2k,Hospitality ,Mumbai,104,4.7k,139,173
Intellect Design Arena,3.9,2.2k,Software Product ,Chennai,39,12.6k,175,40
Datamatics Global Services,3.4,2.2k,IT Services & Consulting ,Mumbai,33,11.5k,175,64
Parle Agro,4.0,2.2k,Beverage ,Mumbai,236,6.5k,124,5
ICICI Securities,3.9,2.2k,Financial Services ,Mumbai,140,9k,179,10
Mahindra Rural Housing Finance,4.0,2.2k,NBFC ,Mumbai,446,4.7k,95,9
IntouchCX,2.8,2.2k,BPO ,Hyderabad / Secunderabad,20,8.9k,215,114
Adani Power,3.8,2.2k,Power ,Mundra,118,8.8k,274,--
Planet Spark,3.9,2.2k,EdTech ,Gurgaon / Gurugram,60,3.1k,514,74
Info Edge,3.9,2.2k,Internet ,Noida,68,10.8k,352,553
Cybage,3.8,2.2k,IT Services & Consulting ,Pune,14,17k,206,14
Biocon Limited,4.0,2.2k,Biotechnology ,Bangalore / Bengaluru,63,11.4k,168,21
Lifestyle,4.3,2.2k,Retail ,Bangalore / Bengaluru,128,6.7k,74,9
Aditya Birla Group,4.1,2.2k,Metals & Mining ,Mumbai,247,9.9k,215,5
Canara HSBC Life Insurance,3.6,2.1k,Insurance ,Gurgaon / Gurugram,292,6.3k,117,11
3i Infotech,3.4,2.1k,IT Services & Consulting ,Mumbai,118,10.9k,151,37
Emcure Pharmaceuticals,3.7,2.1k,,Pune,108,8k,117,35
Cholamandalam MS General Insurance,3.7,2.1k,Insurance ,Chennai,366,5.6k,103,--
Akums Drugs & Pharmaceuticals Limited,4.3,2.1k,Pharma ,Haridwar,33,5.9k,312,15
Xoriant,4.1,2.1k,IT Services & Consulting ,Pune,23,11.2k,219,47
Delhi Public School,3.9,2.1k,,New Delhi,263,5.3k,139,190
Mahindra Holidays & Resorts,3.5,2.1k,Hospitality ,Mumbai,106,5.8k,113,59
Syngene International,3.9,2.1k,Clinical Research ,Bangalore / Bengaluru,20,11.9k,177,79
Exl India,3.5,2.1k,Logistics ,New Delhi,39,12.8k,114,--
Niva Bupa Health Insurance Company,3.6,2.1k,Insurance ,New Delhi,243,7.7k,144,21
Hero FinCorp,4.0,2.1k,NBFC ,New Delhi,369,5.2k,100,45
Huawei Technologies,4.0,2.1k,Telecom ,Bangalore / Bengaluru,105,8.6k,116,1
Lava International,3.9,2.1k,Consumer Electronics & Appliances ,Noida,219,4.4k,75,2
Eureka Forbes,3.7,2.1k,Consumer Electronics & Appliances ,Mumbai,175,5.3k,78,21
Unacademy,3.0,2.1k,EdTech ,Bangalore / Bengaluru,67,10.2k,219,11
Tata Advanced Systems,3.7,2.1k,Defence & Aerospace ,Bangalore / Bengaluru,46,11.4k,160,11
Bureau Veritas,3.8,2.1k,Other ,Mumbai,132,7.7k,128,19
Photon Interactive,4.0,2.1k,IT Services & Consulting ,Chennai,13,6.9k,120,862
Laurus Labs,4.3,2.1k,Pharma ,Visakhapatnam,30,6.9k,129,9
Cadila Pharmaceuticals,3.4,2.1k,Pharma ,Ahmedabad,127,7.3k,136,71
Myntra,3.9,2.1k,Internet ,Bangalore / Bengaluru,101,9.9k,230,93
Sobha,3.8,2k,Real Estate ,Bangalore / Bengaluru,37,8k,151,38
Nokia Networks,4.2,2k,Hardware & Networking ,Bangalore / Bengaluru,86,10.8k,119,--
Straive,3.3,2k,Analytics & KPO ,Chennai,28,9.3k,208,70
Simplex Infrastructures,3.4,2k,Engineering & Construction ,Kolkata,135,4.9k,75,--
Radisson Hotels,4.0,2k,,New Delhi,119,5.2k,88,256
Ola Cabs,3.3,2k,Internet ,Bangalore / Bengaluru,103,9.6k,148,6
Aditya Birla Capital,3.8,2k,Financial Services ,Mumbai,258,8.6k,178,--
GlaxoSmithKline Pharmaceuticals,4.1,2k,Pharma ,Bangalore / Bengaluru,204,5.3k,119,41
Adani Group,3.9,2k,Power ,Ahmedabad,169,9.6k,250,153
Kia Motors,3.9,2k,Automobile ,Anantapur,170,7.7k,152,105
Renault Nissan Technology & Business Centre India,3.8,2k,Automobile ,Chennai,17,13.9k,141,80
Cisco,4.2,2k,Hardware & Networking ,Bangalore / Bengaluru,43,17.6k,387,188
Physicswallah,3.7,2k,EdTech ,Noida,108,6.7k,233,19
Whirlpool,3.9,2k,Consumer Electronics & Appliances ,Pune,158,7.7k,107,8
Aavas Financiers,3.9,2k,Financial Services ,Jaipur,273,5.5k,103,157
Team Computers,3.7,2k,IT Services & Consulting ,New Delhi,98,8.1k,188,201
RMSI,3.7,2k,IT Services & Consulting ,Hyderabad / Secunderabad,21,8.2k,172,24
Sopra Steria,3.8,2k,IT Services & Consulting ,Noida,18,13.8k,147,214
Indian Railways,4.2,2k,Railways ,Kolkata,229,3.3k,102,--
State Street Syntel,3.7,2k,Financial Services ,Pune,21,8.1k,79,--
GVK Emergency Management and Research Institute,3.6,2k,,Lucknow,192,4.5k,101,36
Endurance Technologies,3.9,2k,Auto Components ,Aurangabad,45,7.4k,119,20
Lodha Group,4.0,2k,Real Estate ,Mumbai,23,7.9k,144,178
Extramarks Education,3.5,2k,EdTech ,Noida,105,7.8k,168,29
Panasonic Life Solutions India,4.0,2k,Consumer Electronics & Appliances ,Haridwar,154,6.2k,83,18
Henry Harvin Education,3.7,2k,,Noida,30,815,50,29
Apollo Pharmacy,3.7,2k,Pharma ,Hyderabad / Secunderabad,254,6k,148,48
Ambuja Cements,3.8,2k,Building Material ,Mumbai,235,5.9k,133,1
Shahi Exports,4.0,1.9k,Fashion & Textile ,Bangalore / Bengaluru,66,6.5k,117,57
ValueLabs,3.6,1.9k,IT Services & Consulting ,Hyderabad / Secunderabad,17,15.2k,201,105
upGrad,3.6,1.9k,EdTech ,Bangalore / Bengaluru,48,8.6k,206,76
BHEL,4.1,1.9k,Electrical Equipment ,Bangalore / Bengaluru,119,4.9k,124,--
Life Insurance Corporation of India,4.4,1.9k,Insurance ,New Delhi,451,4.1k,83,4
Bank of Baroda,3.5,1.9k,Banking ,Mumbai,283,6.5k,104,--
SBI Securities,3.8,1.9k,Financial Services ,Mumbai,290,6.3k,165,78
Adani Wilmar,4.1,1.9k,FMCG ,Ahmedabad,184,6.4k,121,110
Ninjacart,3.8,1.9k,Internet ,Bangalore / Bengaluru,105,5.4k,100,11
TCE,3.8,1.9k,Engineering & Construction ,Mumbai,126,8.5k,271,40
Star Union Dai-ichi Life Insurance,3.9,1.9k,Insurance ,Mumbai,290,5k,117,53
Pfizer,3.9,1.9k,Pharma ,Visakhapatnam,119,5.6k,78,60
Bharti AXA Life Insurance,3.7,1.9k,Insurance ,Mumbai,234,5.2k,129,53
Coromandel International,4.1,1.9k,Agro Chemicals ,Visakhapatnam,170,7k,110,16
Force Motors,3.6,1.9k,Automobile ,Pune,97,7.9k,130,4
Meesho,3.7,1.9k,Internet ,Bangalore / Bengaluru,119,8.2k,379,220
Microsoft Corporation,3.9,1.9k,Software Product ,Bangalore / Bengaluru,44,24.5k,581,--
Allstate,3.7,1.9k,Insurance ,Pune,13,11.2k,145,1
Sify Technologies,3.8,1.9k,IT Services & Consulting ,Chennai,124,9.4k,134,25
Raymond Lifestyle Limited,4.1,1.9k,Fashion & Textile ,Mumbai,134,6.5k,100,--
SBI General Insurance,3.6,1.9k,Insurance ,Mumbai,266,5.9k,118,8
CAMS,3.6,1.9k,Financial Services ,Chennai,103,7.9k,131,41
Renault-Nissan,4.1,1.9k,,Chennai,83,7.2k,115,--
TaskUs,3.2,1.9k,BPO ,Indore,33,7.8k,194,315
Foxconn,3.8,1.9k,Electronics Manufacturing ,Chennai,52,8.8k,192,216
Cargill,4.0,1.9k,Food Processing ,Bangalore / Bengaluru,109,7.6k,102,249
Reliance Trends,4.1,1.9k,Retail ,Bangalore / Bengaluru,370,4.1k,114,--
Future Generali India Life Insurance,3.6,1.9k,Insurance ,Mumbai,187,6.6k,111,291
Zepto,3.5,1.9k,Internet ,Bangalore / Bengaluru,82,6.8k,324,21
HSBC Electronic Data Processing,4.1,1.9k,Banking ,Bangalore / Bengaluru,18,9k,77,1
Bharat Petroleum,4.1,1.9k,Oil & Gas ,Mumbai,245,6.5k,166,--
Spark Minda,3.9,1.9k,Auto Components ,Pune,68,6.6k,140,15
BNP Paribas,3.7,1.9k,Financial Services ,Mumbai,25,16.1k,197,52
Brakes India,3.9,1.9k,Auto Components ,Chennai,88,6.8k,83,5
Daikin Airconditioning India Pvt. Ltd.,4.1,1.9k,Consumer Electronics & Appliances ,Neemrana,101,6.9k,177,3
Delphi TVS,3.9,1.8k,Auto Components ,Chennai,51,5.4k,91,2
SAP,4.2,1.8k,Software Product ,Bangalore / Bengaluru,53,15.9k,292,65
Power Mech Projects,3.8,1.8k,Engineering & Construction ,Hyderabad / Secunderabad,142,6.3k,106,4
Poonawalla Fincorp,3.6,1.8k,NBFC ,Pune,256,5.1k,69,5
Kotak Securities,3.6,1.8k,Financial Services ,Mumbai,135,9.3k,129,24
Mercedes-Benz Research and Development India,3.8,1.8k,IT Services & Consulting ,Bangalore / Bengaluru,47,16.4k,198,85
YASH Technologies,3.7,1.8k,IT Services & Consulting ,Hyderabad / Secunderabad,28,15.6k,159,488
ITC Hotels,4.1,1.8k,,Bangalore / Bengaluru,89,5.2k,92,--
CitiusTech,3.2,1.8k,IT Services & Consulting ,Mumbai,16,13.4k,295,52
FirstCry,3.5,1.8k,Internet ,Pune,192,8.1k,193,15
Saint-Gobain,4.0,1.8k,Engineering & Construction ,Mumbai,96,10.5k,188,38
Novartis,4.1,1.8k,Pharma ,Hyderabad / Secunderabad,74,9.1k,153,264
Morgan Stanley,3.6,1.8k,Financial Services ,Mumbai,17,23.3k,311,4
Tata Motors Finance,4.1,1.8k,NBFC ,Mumbai,242,4.4k,69,3
Senco Gold,4.4,1.8k,Jewellery ,Kolkata,73,1.4k,574,8
Google,4.4,1.8k,Software Product ,Bangalore / Bengaluru,82,24.5k,914,644
Reliance General Insurance,3.6,1.8k,Insurance ,Mumbai,188,6.8k,90,6
JK Tyres,3.6,1.8k,Auto Components ,Chennai,134,6.6k,106,2
L&T Energy Hydrocarbon,3.8,1.8k,Engineering & Construction ,Vadodara,84,8.1k,107,--
Nuvoco Vistas,4.1,1.8k,Building Material ,Kolkata,178,6.5k,106,12
Infinite Computer Solutions,3.4,1.8k,IT Services & Consulting ,Bangalore / Bengaluru,35,13.5k,160,249
AECOM,4.2,1.8k,Engineering & Construction ,Gurgaon / Gurugram,118,6.5k,131,520
Tata Electronics,4.0,1.8k,Semiconductors ,Hosur,35,8.1k,194,38
SGS,3.9,1.8k,Clinical Research ,Mumbai,131,6k,106,106
Parle Products,3.9,1.8k,FMCG ,Mumbai,227,3.9k,101,13
Crisil,3.6,1.8k,Analytics & KPO ,Mumbai,69,12k,203,680
Biological E,4.2,1.8k,Pharma ,Hyderabad / Secunderabad,61,6.7k,126,36
IDBI Bank,3.5,1.8k,Banking ,Mumbai,308,5.8k,75,--
Jio Platforms,3.4,1.8k,IT Services & Consulting ,Mumbai,90,11.7k,222,--
Stellar Migration,1.3,1.8k,,Dubai,7,--,2,--
Honeywell Automation,3.7,1.8k,Industrial Automation ,Pune,77,11.3k,118,--
Philips,3.8,1.7k,Consumer Electronics & Appliances ,Bangalore / Bengaluru,90,10.3k,169,127
Paisabazaar.com,3.4,1.7k,Internet ,Gurgaon / Gurugram,32,6.6k,156,26
NCR Corporation,3.7,1.7k,IT Services & Consulting ,Hyderabad / Secunderabad,87,8.8k,138,153
GAO Tek,4.4,1.7k,Electrical Equipment ,New York,37,230,317,--
EPAM Systems,3.7,1.7k,IT Services & Consulting ,Hyderabad / Secunderabad,31,17.9k,582,303
Gabriel India Limited,4.1,1.7k,Auto Components ,Pune,45,5.5k,117,--
Lucas-TVS,3.9,1.7k,Auto Components ,Chennai,74,5.7k,86,1
Dr Lal PathLabs,4.1,1.7k,Healthcare ,New Delhi,186,4.2k,155,80
Microland,3.5,1.7k,IT Services & Consulting ,Bangalore / Bengaluru,44,10.5k,140,533
Uflex,3.8,1.7k,Packaging ,Noida,45,6.5k,119,81
R.R. Donnelley,3.7,1.7k,Marketing & Advertising ,Chennai,24,9.7k,119,14
Newgen Software Technologies,3.8,1.7k,IT Services & Consulting ,Noida,29,10.8k,195,--
Iris Software,4.0,1.7k,IT Services & Consulting ,Noida,24,7.3k,194,449
Narayana Health,4.0,1.7k,Healthcare ,Bangalore / Bengaluru,63,5.7k,81,156
Future Retail,4.3,1.7k,Retail ,Mumbai,197,4.6k,56,--
Angel One,3.7,1.7k,FinTech ,Mumbai,128,7.1k,150,44
KENT RO Systems,3.9,1.7k,Consumer Electronics & Appliances ,Noida,148,4.5k,90,12
Safexpress,3.9,1.7k,Logistics ,New Delhi,151,5.4k,117,5
Motherson Automotive Technologies and Engineering,3.8,1.7k,Auto Components ,Chennai,62,6.9k,130,14
Dhani Loans and Services,3.9,1.7k,NBFC ,Gurgaon / Gurugram,185,4.7k,70,11
AXA Business Services,3.9,1.7k,Insurance ,Pune,10,7.2k,97,7
Thomson Reuters,4.1,1.7k,Software Product ,Bangalore / Bengaluru,26,10.2k,126,169
TVS Sundram Fasteners,3.6,1.7k,Auto Components ,Chennai,57,6.6k,80,3
Globiva,3.1,1.7k,BPO ,Gurgaon / Gurugram,26,4.9k,119,42
Adecco Group,3.7,1.7k,,Bangalore / Bengaluru,163,6.8k,107,40
Hindustan Aeronautics,4.3,1.7k,Defence & Aerospace ,Bangalore / Bengaluru,62,4.2k,80,--
Altruist Technologies,3.2,1.7k,BPO ,Bangalore / Bengaluru,40,7.8k,142,46
Spinny,3.6,1.7k,Internet ,Gurgaon / Gurugram,58,6.6k,187,30
Sterling & Wilson,4.1,1.7k,Engineering & Construction ,Mumbai,117,7.1k,74,3
G R Infraprojects,4.1,1.7k,Engineering & Construction ,Gurgaon / Gurugram,151,5.1k,148,43
NTPC,4.3,1.7k,Power ,New Delhi,116,4k,172,--
Honda Cars,4.3,1.7k,Automobile ,Bhiwadi,107,6.1k,97,--
Torrent Power,3.8,1.7k,Power ,Ahmedabad,53,7.2k,145,53
Aragen Life Sciences,4.0,1.7k,Clinical Research ,Hyderabad / Secunderabad,27,6.1k,115,66
Medi Assist India,3.5,1.7k,Insurance ,Bangalore / Bengaluru,63,7k,128,74
HTC Global Services,3.5,1.7k,IT Services & Consulting ,Chennai,31,12.2k,149,62
PI Industries,3.9,1.7k,Agro Chemicals ,Vadodara,98,6.5k,120,8
CNH ( Case New Holland),3.8,1.7k,Industrial Machinery ,Gurgaon / Gurugram,118,5.6k,113,42
DHL Supply Chain,4.2,1.7k,Logistics ,Mumbai,93,5.6k,98,20
American Broadcasting Company,4.0,1.7k,,Bangalore / Bengaluru,106,27k,569,15
Haier Appliances India,4.0,1.6k,Consumer Electronics & Appliances ,Pune,131,6.5k,146,28
Trident Group,3.3,1.6k,Fashion & Textile ,Barnala,56,5.2k,126,13
CMS Infosystems,3.6,1.6k,Other ,Mumbai,193,4.4k,63,6
Manipal Hospitals,4.1,1.6k,Healthcare ,Bangalore / Bengaluru,64,5.9k,116,72
Cafe Coffee Day,3.7,1.6k,Hospitality ,Bangalore / Bengaluru,98,3.7k,71,34
V-Guard Industries,4.4,1.6k,Consumer Electronics & Appliances ,Kochi,153,4.3k,79,39
NeoSOFT,3.6,1.6k,IT Services & Consulting ,Mumbai,23,10.1k,284,22
SS&C TECHNOLOGIES,3.3,1.6k,IT Services & Consulting ,Mumbai,30,13.2k,188,85
Trent,4.0,1.6k,Retail ,Mumbai,130,4.2k,94,22
Kalyan Jewellers,4.6,1.6k,Jewellery ,Thrissur,139,1.4k,66,19
Fusion CX,3.5,1.6k,,Kolkata,48,4.2k,123,55
Fusion CX,3.5,1.6k,,Kolkata,48,4.2k,123,55
Infinx,3.8,1.6k,Software Product ,Hyderabad / Secunderabad,34,4.9k,192,16
MetLife,4.1,1.6k,Insurance ,Noida,42,8.2k,97,91
Vedantu,3.3,1.6k,EdTech ,Bangalore / Bengaluru,69,9k,192,11
BT Business,4.0,1.6k,Hardware & Networking ,Gurgaon / Gurugram,12,8.9k,88,--
Tata Power,3.9,1.6k,Power ,Mumbai,143,6.7k,196,23
Innovsource Services,3.9,1.6k,Recruitment ,Mumbai,227,4.5k,70,1
Aadhar Housing Finance,4.1,1.6k,Financial Services ,Mumbai,303,4.4k,106,1
NEC,4.3,1.6k,IT Services & Consulting ,Noida,54,5.5k,73,8
Shadowfax Technologies,3.5,1.6k,Logistics ,Bangalore / Bengaluru,210,6.4k,146,67
Jindal Saw,4.0,1.6k,Iron & Steel ,Mundra,72,6.1k,126,10
Indian Navy,4.6,1.6k,Defence & Aerospace ,Mumbai,69,3.4k,26,--
USHA International,4.1,1.6k,Consumer Electronics & Appliances ,Gurgaon / Gurugram,136,4.5k,97,7
Reckitt Benckiser,3.9,1.6k,FMCG ,Gurgaon / Gurugram,125,5.9k,92,47
CorroHealth infotech,3.2,1.6k,Analytics & KPO ,Hyderabad / Secunderabad,29,6.4k,172,104
Polycab Wires,4.0,1.6k,Electrical Equipment ,Vadodara,155,6.3k,114,16
Tata Communications Transformation Services,3.9,1.6k,Telecom ,Pune,88,8k,91,--
First American Corporation,3.5,1.6k,Insurance ,Bangalore / Bengaluru,21,8.5k,80,49
USV,4.0,1.6k,Pharma ,Mumbai,101,5.4k,81,27
BA Continuum,4.1,1.6k,NBFC ,Hyderabad / Secunderabad,18,9.8k,107,--
Frankfinn Institute of Air Hostess Training,4.0,1.6k,Education & Training ,Gurgaon / Gurugram,59,3.3k,113,91
Metro Cash & Carry,4.1,1.6k,Retail ,Bangalore / Bengaluru,84,4.7k,67,--
ICICI Home Finance,3.7,1.6k,Financial Services ,Mumbai,203,5k,90,5
Hindustan Petroleum,4.2,1.6k,Oil & Gas ,Mumbai,236,5.5k,110,--
Tata Play,4.0,1.6k,Broadcasting ,Mumbai,215,4.6k,77,1
K12 Techno Services,3.3,1.6k,EdTech ,Bangalore / Bengaluru,38,4.9k,221,196
Exela Technologies,3.3,1.6k,IT Services & Consulting ,Chennai,25,7.7k,93,4
DIVI'S Laboratories,3.6,1.6k,Pharma ,Visakhapatnam,34,6.5k,88,--
Matrimony.com,4.1,1.5k,Internet ,Chennai,63,4.3k,95,19
FactSet,3.8,1.5k,Financial Services ,Hyderabad / Secunderabad,16,9.7k,220,2
Aye Finance,4.1,1.5k,NBFC ,Gurgaon / Gurugram,316,3.2k,73,30
MagicBricks,4.2,1.5k,Internet ,Noida,32,4.2k,338,40
Mother Dairy Fruit & Vegetable,4.0,1.5k,Food Processing ,New Delhi,123,4.7k,88,--
Orange Business,4.2,1.5k,IT Services & Consulting ,Gurgaon / Gurugram,49,8.7k,105,153
HighRadius,2.8,1.5k,Software Product ,Hyderabad / Secunderabad,16,8k,199,27
Bata,3.6,1.5k,Fashion & Textile ,Gurgaon / Gurugram,140,3.8k,72,7
Cavinkare,3.9,1.5k,FMCG ,Chennai,162,4.7k,66,9
TELUS Digital,3.6,1.5k,IT Services & Consulting ,Noida,26,8.8k,121,56
Haldiram Foods International Limited,3.8,1.5k,FMCG ,Nagpur,141,5.5k,133,5
HDFC Securities,3.5,1.5k,,Mumbai,180,5.7k,114,18
Verizon,4.0,1.5k,Telecom ,Hyderabad / Secunderabad,10,10.7k,119,--
Tata Teleservices,3.9,1.5k,Telecom ,Mumbai,135,3.3k,31,27
Sysnet Global Technologies,3.9,1.5k,IT Services & Consulting ,New Delhi,143,3.9k,130,196
CMA CGM,3.9,1.5k,Ports & Shipping ,Chennai,30,8.1k,97,27
DHL Express,4.1,1.5k,Logistics ,Mumbai,90,5.9k,74,--
JSW Bhushan Power & Steel,4.0,1.5k,,Jharsuguda,59,4.7k,66,--
Isgec Heavy Engineering,3.8,1.5k,Industrial Machinery ,Noida,81,6.5k,132,28
Security and Intelligence Services (India),4.1,1.5k,Law Enforcement & Security ,New Delhi,182,4.1k,66,25
HERE Technologies,3.8,1.5k,IT Services & Consulting ,Mumbai,19,7.7k,101,22
Honda,4.1,1.5k,Automobile ,Gurgaon / Gurugram,216,4.2k,106,5
Chegg,4.1,1.5k,EdTech ,New Delhi,76,4k,161,17
Yamaha Motor,4.1,1.5k,Automobile ,Chennai,141,5k,78,--
Medanta the Medicity,3.9,1.5k,,Gurgaon / Gurugram,43,4.7k,114,84
HCL Infosystems,3.9,1.5k,IT Services & Consulting ,Noida,105,7.5k,145,--
Johnson & Johnson,4.0,1.5k,Healthcare ,Mumbai,156,5.7k,108,6
Pine Labs,3.3,1.5k,Financial Services ,Noida,105,6.8k,125,25
Arvind Group,3.9,1.5k,Fashion & Textile ,Ahmedabad,89,5.2k,69,--
KONE,4.1,1.5k,Software Product ,Chennai,66,5.5k,121,44
CSB Bank,3.2,1.5k,Banking ,Mumbai,207,6.3k,86,1
Air India,3.5,1.5k,Aviation ,New Delhi,60,6.6k,169,55
Capri Global Capital,3.6,1.5k,NBFC ,New Delhi,290,3.9k,69,33
Wockhardt,3.8,1.5k,Pharma ,Aurangabad,80,4.1k,57,9
Wipro Enterprises Ltd,3.8,1.5k,FMCG ,Bangalore / Bengaluru,112,7.4k,189,111
Procter & Gamble,4.1,1.5k,FMCG ,Mumbai,234,5.4k,123,--
CG Power and Industrial Solutions,3.9,1.5k,Electrical Equipment ,Bhopal,91,5.9k,93,10
Caterpillar Inc,4.2,1.5k,Industrial Machinery ,Chennai,41,9.4k,187,58
Vardhman Fabrics,4.0,1.5k,Fashion & Textile ,Baddi,57,5.1k,71,3
Godrej Properties,3.6,1.5k,Real Estate ,Mumbai,32,7.5k,109,15
Cushman & Wakefield,4.1,1.5k,Real Estate ,Gurgaon / Gurugram,42,5.9k,95,196
Emami,3.8,1.5k,FMCG ,Kolkata,166,5k,98,7
Hero Motors Company,4.0,1.4k,Automobile ,Ghaziabad,216,5.8k,91,1
AkzoNobel,4.0,1.4k,Chemicals ,Pune,145,4k,75,26
L.G.Balakrishnan & Bros,3.5,1.4k,Auto Components ,Coimbatore,54,5.5k,69,--
Provana,4.0,1.4k,BPO ,Noida,11,3.6k,156,31
Mercer,3.6,1.4k,Management Consulting ,New Delhi,18,9.2k,89,94
Belrise Industries,3.7,1.4k,Auto Components ,Pune,50,6k,100,13
LivSpace,3.5,1.4k,Architecture & Interior Design ,Bangalore / Bengaluru,49,7.4k,153,226
Marico,3.9,1.4k,FMCG ,Mumbai,169,5.4k,97,28
Oracle Cerner,3.6,1.4k,Software Product ,Bangalore / Bengaluru,6,10.3k,163,--
iOPEX Technologies,3.4,1.4k,IT Services & Consulting ,Chennai,15,5.2k,75,16
Taurus BPO Services,4.5,1.4k,BPO ,Pune,23,834,32,--
Hitachi Astemo,4.0,1.4k,Auto Components ,Neemrana,45,5.6k,126,--
ZF Commercial Vehicle Control Systems,3.9,1.4k,Auto Components ,Chennai,45,3.6k,68,--
Krishna Maruti,3.9,1.4k,Auto Components ,Gurgaon / Gurugram,41,4.9k,110,1
XL Dynamics,3.1,1.4k,IT Services & Consulting ,Mumbai,30,3.7k,86,6
Compass Group Support Services,4.0,1.4k,Facility Management Services ,Bangalore / Bengaluru,69,5.1k,73,6
Granules India Limited,3.8,1.4k,Pharma ,Hyderabad / Secunderabad,18,5.8k,76,7
Goldman Sachs,3.5,1.4k,Financial Services ,Bangalore / Bengaluru,22,17.5k,393,425
Clover Infotech,3.5,1.4k,IT Services & Consulting ,Mumbai,21,11k,121,143
Honeywell Technology Solutions,3.7,1.4k,Defence & Aerospace ,Bangalore / Bengaluru,18,11.4k,155,--
